Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount
C855694,P472125,2023,Raj Khan,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/10/2023,09/10/2023,07/03/2025,04/07/2023,03/07/2024,0,0,6380,6380,0,6380
C717974,P441455,2024,David Lewis,Zeta Assurance,Fire Industrial,04,Fire and Allied Perils,040,Floods,02/05/2024,03/05/2024,09/01/2025,01/01/2024,01/01/2025,0,0,143840,143840,16209.12,127630.88
C330978,P504805,2024,David Begum,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/07/2024,15/07/2024,30/01/2025,13/06/2024,12/06/2025,0,0,205900,205900,0,205900
C662941,P383176,2024,Arjun Begum,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/06/2024,01/07/2024,10/01/2025,27/05/2024,26/05/2025,0,0,141000,141000,0,141000
C587575,P770169,2024,Nina Sharma,Broker One,Fire Industrial,04,Fire and Allied Perils,040,Floods,01/07/2024,01/07/2024,09/01/2025,01/01/2024,31/12/2024,0,0,141520,141520,128004.29,13515.71
C538312,P905920,2024,Yusuf Singh,Eta Risk Solutions,Fire Domestic,03,Domestic Package,030,Accidental Damage,30/10/2024,30/10/2024,15/01/2025,01/01/2024,31/12/2024,45000,0,0,45000,0,45000
C283637,P239272,2024,Fatima Begum,Kappa Brokers,Fire Domestic,03,Domestic Package,030,Accidental Damage,18/11/2024,04/12/2024,13/01/2025,03/10/2024,01/04/2025,190000,0,0,190000,57214.52,132785.48
C951315,P205551,2023,Arjun Lewis,Sigma Risk Advisors,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,08/04/2024,15/10/2024,15/01/2025,20/10/2023,19/10/2024,3390,0,0,3390,0,3390
C561551,P124585,2024,Nina Khan,Zeta Assurance,Motor Private,070,Motor Cycle Comprehensive,0701,Accidental Damage,20/06/2024,28/06/2024,22/01/2025,01/05/2024,30/04/2025,39208,0,0,39208,0,39208
C131632,P439200,2024,Sophia Shah,Lambda Insurance Group,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,18/09/2024,19/09/2024,08/01/2025,01/01/2024,31/12/2024,0,0,234336,234336,0,234336
C296724,P588422,2023,Fatima Fernandez,Pioneer Underwriters,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,19/12/2023,20/12/2023,09/01/2025,01/01/2023,31/12/2023,0,0,78900,78900,0,78900
C362191,P702663,2024,Leila Ahmed,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/12/2024,04/12/2024,17/01/2025,15/03/2024,13/12/2024,255125,0,0,255125,0,255125
C480116,P667778,2023,Raj Wilson,Lambda Insurance Group,Engineering,02,Contractors Plant and Machinery,021,Accidental damage,28/01/2023,23/08/2024,06/02/2025,01/01/2023,31/12/2023,158800,0,0,158800,109290.6,49509.4
C183006,P307716,2023,Ella Davies,Atlas Insurance,Engineering,02,Machinery Breakdown,023,Accidental damage,18/03/2024,20/03/2024,30/01/2025,30/07/2023,29/07/2024,44200,0,0,44200,0,44200
C156508,P384987,2024,Raj Wilson,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/09/2024,07/10/2024,15/01/2025,09/06/2024,08/04/2025,0,0,181440,181440,0,181440
C805785,P442486,2024,Yusuf Hughes,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/08/2024,23/08/2024,21/01/2025,01/03/2024,28/02/2025,0,0,171580,171580,0,171580
C766661,P654386,2017,Raj Taylor,Taurus Brokers,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,10/06/2017,06/07/2017,21/01/2025,03/03/2017,30/09/2017,0,0,236545,236545,0,236545
C277116,P122955,2024,Aisha Lewis,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/11/2024,27/11/2024,12/02/2025,22/03/2024,21/03/2025,401055,0,0,401055,0,401055
C318544,P761986,2023,Ethan Brown,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Injury To Third Part,11/11/2023,10/07/2024,19/02/2025,16/09/2023,15/09/2024,0,0,30000,30000,0,30000
C868369,P216057,2024,Raj Wilson,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/12/2024,18/12/2024,06/02/2025,01/01/2024,31/12/2024,0,0,6380,6380,0,6380
C343798,P730432,2024,Omar Taylor,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/11/2024,21/11/2024,06/05/2025,22/07/2024,21/07/2025,0,0,6380,6380,0,6380
C367316,P238956,2024,Ethan Singh,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/11/2024,26/11/2024,06/02/2025,24/06/2024,23/06/2025,0,0,8700,8700,0,8700
C443390,P675502,2024,David Hall,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/09/2024,19/09/2024,17/02/2025,22/06/2024,21/04/2025,0,0,10260,10260,0,10260
C505619,P813548,2023,Lucas Wilson,Gamma Insurance Brokers,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,09/01/2024,07/02/2024,22/01/2025,13/01/2023,12/01/2024,132000,0,0,132000,0,132000
C541872,P233109,2024,Priya Singh,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/08/2024,20/08/2024,07/02/2025,26/06/2024,25/06/2025,0,0,3150,3150,0,3150
C223980,P704533,2024,Leo Roberts,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/08/2024,28/08/2024,06/02/2025,09/01/2024,08/01/2025,0,0,3100,3100,0,3100
C186032,P687459,2024,Arjun Ali,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/09/2024,11/09/2024,06/02/2025,23/04/2024,22/04/2025,0,0,6980,6980,0,6980
C463167,P646419,2024,Mateo Smith,Horizon Brokers,Motor Commercial,080,PSV,0804,Own Damage,11/09/2024,13/09/2024,06/02/2025,09/10/2023,08/10/2024,0,0,3100,3100,0,3100
C652592,P526839,2024,Priya Sharma,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/08/2024,03/09/2024,06/02/2025,04/05/2024,03/04/2025,0,0,6980,6980,0,6980
C153181,P884283,2024,Zara Ahmed,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/09/2024,09/09/2024,22/01/2025,09/04/2024,08/04/2025,0,0,321089,321089,0,321089
C396743,P814827,2024,Raj Hughes,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/10/2024,04/11/2024,06/02/2025,09/09/2024,08/09/2025,0,0,3100,3100,0,3100
C442577,P254277,2023,Amelia Miller,Epsilon Underwriters,Motor Commercial,080,PSV,0804,Accidental Damage,13/07/2024,20/07/2024,06/02/2025,18/08/2023,17/08/2024,0,0,3100,3100,0,3100
C685244,P732880,2024,Noah Singh,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/08/2024,19/08/2024,06/02/2025,23/04/2024,22/04/2025,0,0,3100,3100,0,3100
C854653,P409234,2024,Arjun Davies,Pioneer Underwriters,Motor Commercial,080,PSV,0804,Accidental Damage,05/10/2024,05/10/2024,07/02/2025,20/03/2024,19/03/2025,0,0,6650,6650,0,6650
C127873,P891959,2024,Ethan Johnson,Pegasus Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,13/04/2024,30/04/2024,07/02/2025,21/03/2024,20/03/2025,0,0,12245,12245,0,12245
C364554,P564940,2024,Mateo Ali,Summit Brokers,Motor Commercial,080,Special Vehicles,0811,Own Damage,19/07/2024,22/07/2024,07/03/2025,04/05/2024,03/05/2025,0,0,18280,18280,0,18280
C933155,P342613,2023,Priya Patel,Atlas Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,22/10/2024,24/10/2024,07/02/2025,21/11/2023,20/11/2024,0,0,2900,2900,0,2900
C390342,P621725,2024,Zara Lewis,Pegasus Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,15/01/2025,16/01/2025,14/02/2025,16/04/2024,15/04/2025,16240,0,0,16240,0,16240
C197787,P640874,2024,Raj Singh,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/12/2024,04/12/2024,07/02/2025,21/11/2024,20/09/2025,0,0,6380,6380,0,6380
C561303,P998037,2023,Leo Johnson,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/09/2024,02/09/2024,18/02/2025,21/11/2023,20/11/2024,0,0,6500,6500,0,6500
C466159,P513299,2022,David Lewis,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,15/12/2022,20/12/2022,07/02/2025,29/11/2022,28/11/2023,0,0,25374,25374,0,25374
C822301,P337950,2022,Amelia Khan,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/09/2022,22/09/2022,21/03/2025,04/03/2022,03/03/2023,0,0,3000,3000,0,3000
C531478,P694720,2023,Omar Patel,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/08/2024,30/08/2024,12/02/2025,09/09/2023,08/09/2024,0,0,44080,44080,0,44080
C996275,P632147,2024,Aisha Smith,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,04/09/2024,07/09/2024,21/02/2025,01/01/2024,31/12/2024,0,0,395328,395328,0,395328
C807243,P232758,2022,Yusuf Brown,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/08/2022,25/08/2022,07/03/2025,29/04/2022,28/04/2023,0,0,28950,28950,0,28950
C246948,P377411,2022,Maya Johnson,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/09/2022,29/09/2022,06/02/2025,05/09/2022,31/08/2023,0,0,38550,38550,0,38550
C379032,P600027,2024,Arjun Johnson,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/11/2024,08/11/2024,26/02/2025,11/10/2024,10/11/2024,0,0,28400,28400,0,28400
C476064,P776988,2022,Noah Miller,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/05/2023,19/05/2023,06/02/2025,23/09/2022,22/09/2023,0,0,24450,24450,0,24450
C864817,P432866,2022,Raj Miller,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/09/2022,26/09/2022,06/02/2025,06/08/2022,05/08/2023,0,0,29460,29460,0,29460
C576267,P325008,2022,Omar Shah,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/06/2022,07/09/2022,06/02/2025,20/05/2022,20/06/2022,0,0,33450,33450,0,33450
C545223,P855120,2022,Yusuf Patel,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/11/2022,16/11/2022,06/02/2025,20/07/2022,19/07/2023,0,0,30030,30030,0,30030
C692591,P174605,2023,Isla Wilson,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/08/2023,18/08/2023,13/03/2025,27/02/2023,26/02/2024,0,0,34650,34650,0,34650
C630428,P620573,2022,Leo Roberts,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/11/2022,09/11/2022,06/02/2025,01/10/2022,30/09/2023,0,0,32850,32850,0,32850
C476976,P632449,2022,Mateo Brown,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/05/2023,15/05/2023,06/02/2025,08/07/2022,07/07/2023,0,0,37050,37050,0,37050
C424521,P716587,2021,Priya Lewis,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/12/2021,25/05/2022,06/02/2025,26/11/2021,25/12/2021,0,0,35850,35850,0,35850
C948776,P379536,2024,Leo Miller,Zeta Assurance,Fire Domestic,03,Domestic Package,030,Accidental Damage,06/12/2024,23/12/2024,06/02/2025,22/11/2024,01/04/2025,237500,0,0,237500,72498.32,165001.68
C418636,P380217,2024,Amelia Ahmed,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/08/2024,09/08/2024,19/02/2025,20/03/2024,19/03/2025,0,0,187000,187000,0,187000
C723167,P313521,2024,Amelia Lewis,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/09/2024,18/09/2024,09/04/2025,01/01/2024,31/12/2024,0,0,58000,58000,0,58000
C397436,P777105,2024,Ella Ali,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,21/12/2024,07/01/2025,04/02/2025,28/10/2024,26/08/2025,23000,0,0,23000,0,23000
C888172,P876054,2024,Noah Lewis,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/08/2024,23/08/2024,04/02/2025,01/04/2024,29/12/2024,14000,0,0,14000,0,14000
C441150,P110712,2023,Arjun Sharma,Delta Coverage Ltd,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,12/02/2024,12/02/2024,30/01/2025,10/11/2023,09/11/2024,838561,0,0,838561,0,838561
C191308,P347577,2023,Lucas Ahmed,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/02/2024,06/03/2024,30/01/2025,30/07/2023,29/06/2024,463394,0,0,463394,0,463394
C152889,P568958,2024,Arjun Miller,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/12/2024,10/12/2024,04/02/2025,25/03/2024,24/03/2025,796500,0,0,796500,0,796500
C815025,P524355,2023,Omar Williams,Beta Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Injury To Third Part,30/09/2023,29/11/2023,18/02/2025,24/03/2023,22/03/2024,0,0,6500,6500,0,6500
C218164,P772368,2010,Sophia Brown,Beta Risk Partners,Motor Commercial,080,Institutional Vehicles,0813,Own Damage,14/08/2010,16/08/2010,06/02/2025,01/07/2010,30/09/2010,0,0,149025,149025,0,149025
C495204,P818820,2023,Leila Smith,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/11/2023,29/11/2023,31/01/2025,28/04/2023,27/04/2024,812593,0,0,812593,315188,497405
C791937,P512808,2023,Noah Hughes,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/12/2023,08/12/2023,31/01/2025,07/09/2023,06/09/2024,82977,0,0,82977,0,82977
C127365,P405246,2024,Yusuf Miller,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/12/2024,13/12/2024,07/03/2025,10/02/2024,09/02/2025,0,0,2900,2900,0,2900
C166429,P920525,2024,Zara Wilson,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/10/2024,16/10/2024,07/03/2025,17/05/2024,12/03/2025,0,0,2320,2320,0,2320
C399378,P223942,2023,Priya Lewis,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/10/2024,31/10/2024,07/03/2025,09/11/2023,31/10/2024,0,0,3100,3100,0,3100
C672462,P525970,2024,Daniel Hughes,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/11/2024,02/12/2024,06/02/2025,30/07/2024,29/05/2025,40000,0,0,40000,0,40000
C661310,P874841,2023,Leo Brown,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Injury To Third Part,03/11/2023,28/11/2023,13/03/2025,17/12/2022,16/11/2023,0,0,20800,20800,0,20800
C901506,P125558,2024,Maya Patel,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/09/2024,03/10/2024,17/02/2025,01/03/2024,31/12/2024,0,0,3100,3100,0,3100
C637355,P972719,2022,Omar Miller,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,20/05/2023,23/05/2023,13/03/2025,05/09/2022,08/08/2023,0,0,6380,6380,0,6380
C368784,P767865,2022,Omar Sharma,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/03/2022,12/04/2022,06/02/2025,08/02/2022,08/03/2022,0,0,216872,216872,0,216872
C978218,P848264,2024,David Lewis,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/09/2024,19/09/2024,14/02/2025,08/04/2024,07/04/2025,0,0,35000,35000,0,35000
C730799,P649845,2024,Ella Wilson,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/01/2025,13/01/2025,14/02/2025,22/07/2024,21/07/2025,18200,0,0,18200,0,18200
C550850,P935370,2022,Leila Wilson,Atlas Insurance,Motor Commercial,080,Motor Commercial Third Party,0808,Own Damage,07/10/2022,18/08/2023,07/02/2025,01/10/2022,30/09/2023,0,0,256000,256000,0,256000
C568420,P886014,2024,Raj Wilson,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/11/2024,28/11/2024,17/02/2025,09/01/2024,08/01/2025,0,0,161720,161720,0,161720
C320154,P467773,2024,Aarav Hall,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/11/2024,28/11/2024,17/02/2025,09/01/2024,08/01/2025,0,0,6980,6980,0,6980
C889046,P219494,2024,Omar Brown,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/11/2024,26/11/2024,17/02/2025,08/02/2024,07/02/2025,0,0,65656,65656,0,65656
C140663,P746472,2024,Daniel Singh,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/11/2024,03/12/2024,17/02/2025,29/02/2024,17/12/2024,0,0,105460,105460,0,105460
C821428,P153879,2024,Amelia Begum,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/12/2024,09/12/2024,17/02/2025,22/11/2024,21/12/2024,0,0,264728,264728,0,264728
C853464,P895611,2024,Aarav Williams,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/12/2024,09/12/2024,17/02/2025,22/11/2024,21/12/2024,0,0,7380,7380,0,7380
C229119,P152212,2024,Nina Smith,Beta Risk Partners,Motor Commercial,080,PSV,0804,Accidental Damage,10/11/2024,14/11/2024,17/02/2025,12/03/2024,11/03/2025,0,0,6980,6980,0,6980
C788525,P484623,2024,Leo Taylor,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/01/2025,21/01/2025,12/02/2025,11/11/2024,10/11/2025,0,0,107548,107548,0,107548
C175426,P373930,2024,Aarav Lewis,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/10/2024,25/10/2024,20/02/2025,02/08/2024,01/08/2025,0,0,29580,29580,0,29580
C383878,P954734,2023,Priya Smith,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,09/09/2024,10/09/2024,19/02/2025,08/10/2023,07/10/2024,0,0,23000,23000,0,23000
C127426,P904634,2024,Nina Johnson,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,20/10/2024,29/10/2024,19/02/2025,17/08/2024,16/08/2025,0,0,15000,15000,0,15000
C884372,P179109,2023,Fatima Thompson,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,12/10/2024,13/10/2024,19/02/2025,01/12/2023,30/11/2024,0,0,15000,15000,0,15000
C687774,P949100,2024,Lucas Ali,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,23/09/2024,23/09/2024,19/02/2025,03/04/2024,02/04/2025,0,0,20000,20000,0,20000
C569152,P539593,2024,Leo Singh,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/10/2024,29/10/2024,17/02/2025,25/05/2024,21/02/2025,0,0,5220,5220,0,5220
C953570,P966373,2024,Mateo Gupta,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/12/2024,18/12/2024,13/02/2025,08/01/2024,07/01/2025,279000,0,0,279000,0,279000
C689276,P987839,2024,Ethan Hughes,Beta Risk Partners,Engineering,02,Contractors Plant and Machinery,021,Accidental damage,07/09/2024,10/09/2024,12/02/2025,01/07/2024,30/06/2025,381897,0,0,381897,381897.01,-0.01
C988588,P397972,2024,Noah Smith,Atlas Insurance,Fire Industrial,04,Fire and Allied Perils,040,Floods,05/01/2024,19/01/2024,13/02/2025,02/01/2024,01/01/2025,0,0,39440,39440,22171.07,17268.93
C926987,P287705,2024,Yusuf Hughes,Eta Risk Solutions,Theft,10,Burglary,102,Theft by Forcible,04/08/2024,05/08/2024,06/03/2025,31/03/2024,30/03/2025,0,0,335240,335240,0,335240
C506477,P342497,2023,Noah Sharma,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/09/2024,30/09/2024,14/02/2025,10/11/2023,09/11/2024,7500,0,0,7500,0,7500
C658869,P103449,2024,Yusuf Lewis,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/12/2024,18/12/2024,17/02/2025,11/11/2024,10/11/2025,0,0,12380,12380,0,12380
C998297,P932354,2024,Mateo Williams,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/09/2024,26/09/2024,17/02/2025,08/09/2024,07/09/2025,0,0,7280,7280,0,7280
C616983,P725609,2024,Ethan Khan,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/09/2024,26/09/2024,17/02/2025,06/06/2024,05/05/2025,0,0,6760,6760,0,6760
C343058,P757136,2024,Zara Khan,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Self-Involved,08/12/2024,11/12/2024,17/02/2025,14/06/2024,13/06/2025,0,0,7030,7030,0,7030
C744345,P725542,2024,Lucas Fernandez,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/10/2024,23/10/2024,15/02/2025,22/05/2024,21/04/2025,0,0,7380,7380,0,7380
C904831,P482230,2024,Noah Taylor,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/10/2024,04/11/2024,17/02/2025,02/01/2024,01/01/2025,0,0,6980,6980,0,6980
C596461,P280354,2024,Amelia Wilson,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/01/2025,21/01/2025,17/02/2025,20/02/2024,19/02/2025,0,0,6380,6380,0,6380
C767950,P445587,2023,Isla Khan,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Injury To Third Part,02/05/2023,23/05/2023,17/02/2025,06/04/2023,05/04/2024,0,0,6380,6380,0,6380
C836583,P870361,2024,Omar Davies,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/10/2024,30/10/2024,17/02/2025,03/04/2024,03/04/2025,0,0,3100,3100,0,3100
