Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount,Claim No Check,Policy No Check,Class Check,Date Reasonability,Gross=Net+Reinsurance
C728256,P978400,2022.0,Arjun Taylor,Atlas Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2022-12-26,2022-12-28,2025-04-25,2022-01-01,2022-12-31,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C646076,P176655,2024.0,Lucas Brown,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-02,2025-01-03,2025-05-06,2024-11-29,2025-11-28,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,CHECK,OK
C383291,P866636,2024.0,Maya Miller,Orion Risk Partners,Motor Commercial,80,PSV,804,Accidental Damage,2025-01-18,2025-01-21,2025-03-07,2024-01-22,2025-01-21,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C866193,P313831,2024.0,Sophia Thompson,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-11,2024-11-26,2025-03-06,2024-01-01,2024-12-31,0,0,8700,8700.0,0.0,8700.0,OK,OK,OK,OK,OK
C251740,P655335,2024.0,Daniel Thompson,Lambda Insurance Group,Motor Commercial,80,General Cartage,807,Accidental Damage,2024-08-05,2024-08-20,2025-03-13,2024-04-21,2025-04-20,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,OK,OK
C729218,P838115,2024.0,Fatima Begum,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-30,2025-01-08,2025-04-25,2024-10-23,2025-10-22,0,0,36700,36700.0,0.0,36700.0,OK,OK,OK,CHECK,OK
C853846,P696146,2023.0,David Smith,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-26,2024-08-27,2025-03-07,2023-10-11,2024-10-10,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C508379,P389902,2024.0,Mateo Wilson,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-13,2024-12-16,2025-03-06,2024-01-01,2024-12-31,4640,0,0,4640.0,0.0,4640.0,OK,OK,OK,OK,OK
C193995,P527531,2024.0,Arjun Fernandez,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Windscreen Damage,2024-12-30,2025-02-22,2025-03-19,2024-01-01,2024-12-31,16240,0,0,16240.0,0.0,16240.0,OK,OK,OK,OK,OK
C363579,P569123,2025.0,Maya Gupta,Epsilon Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-12-20,2025-01-02,2025-03-10,2024-12-18,2025-12-17,1450000,0,0,1450000.0,0.0,1450000.0,OK,OK,OK,CHECK,OK
C146035,P750876,2024.0,Aarav Roberts,Beta Risk Partners,Theft,10,All Risks,103,Loss of Item,2025-02-20,2025-02-26,2025-03-10,2024-12-18,2025-12-17,55000,0,0,55000.0,0.0,55000.0,OK,OK,OK,CHECK,OK
C666249,P950334,2024.0,Nina Williams,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-19,2025-03-10,2024-04-09,2025-04-08,0,0,150220,150220.0,0.0,150220.0,OK,OK,OK,OK,OK
C102183,P239838,2024.0,Raj Shah,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-07,2024-07-02,2025-03-07,2024-03-12,2025-03-11,0,0,342100,342100.0,0.0,342100.0,OK,OK,OK,OK,OK
C245717,P833549,2010.0,Maya Thompson,Atlas Insurance,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,2010-12-26,2010-12-29,2025-03-07,2010-03-28,2011-03-27,0,0,24360,24360.0,0.0,24360.0,OK,OK,OK,OK,OK
C938487,P587723,2023.0,Leila Smith,Delta Coverage Ltd,Motor Commercial,80,Motor Commercial Third Party,808,Third Party Property,2023-07-04,2023-07-04,2025-03-10,2023-07-01,2024-06-30,0,0,1494100,1494100.0,0.0,1494100.0,OK,OK,OK,OK,OK
C877635,P526665,2023.0,Nina Shah,Delta Coverage Ltd,Work Injury Benefits,11,WIBA Plus,114,Injury to worker,2024-07-27,2024-08-19,2025-03-19,2023-12-01,2024-11-30,28308,0,0,28308.0,0.0,28308.0,OK,OK,OK,OK,OK
C494022,P520020,2024.0,Aisha Ali,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-18,2024-11-20,2025-03-07,2024-01-24,2025-01-22,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C489172,P327581,2024.0,Ella Wilson,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-13,2024-12-17,2025-03-14,2024-12-10,2025-12-09,30000,0,0,30000.0,0.0,30000.0,OK,OK,OK,CHECK,OK
C114692,P200445,2024.0,Arjun Wilson,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-05,2024-12-10,2025-03-14,2024-11-28,2025-11-27,0,0,49880,49880.0,0.0,49880.0,OK,OK,OK,CHECK,OK
C202092,P710953,2024.0,Noah Miller,Pioneer Underwriters,Motor Commercial,80,PSV,804,Own Damage,2025-01-09,2025-01-14,2025-03-13,2024-05-23,2025-05-22,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C239705,P578959,2024.0,Lucas Khan,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-29,2024-12-30,2025-04-15,2024-08-27,2025-08-26,0,0,104400,104400.0,0.0,104400.0,OK,OK,OK,OK,OK
C263154,P894850,2025.0,Leila Khan,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-02,2025-01-13,2025-03-12,2024-02-08,2025-02-07,0,0,190952,190952.0,0.0,190952.0,OK,OK,OK,OK,OK
C545318,P952740,2024.0,Ella Hughes,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-07,2024-10-23,2025-04-15,2024-01-01,2024-12-31,0,0,106620,106620.0,0.0,106620.0,OK,OK,OK,OK,OK
C931686,P420403,2024.0,Nina Khan,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-25,2024-12-11,2025-04-10,2024-07-06,2025-07-05,0,0,158820,158820.0,0.0,158820.0,OK,OK,OK,OK,OK
C854555,P754559,2024.0,Zara Gupta,Summit Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-11,2024-12-06,2025-03-19,2024-01-01,2024-12-31,0,0,71400,71400.0,0.0,71400.0,OK,OK,OK,OK,OK
C963237,P240645,2021.0,Fatima Brown,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2021-04-21,2022-03-04,2025-03-13,2021-03-23,2021-04-22,0,0,65300,65300.0,0.0,65300.0,OK,OK,OK,OK,OK
C582026,P383955,2012.0,Priya Davies,Gamma Insurance Brokers,Engineering,2,Contractors' All Risks,20,Own Damage,2012-07-27,2012-10-09,2025-03-17,2012-07-09,2012-08-10,70000,0,0,70000.0,18623.85,51376.15,OK,OK,OK,OK,OK
C765829,P430521,2023.0,Aarav Miller,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-10,2024-10-15,2025-03-13,2023-12-10,2024-12-09,69799,0,0,69799.0,0.0,69799.0,OK,OK,OK,OK,OK
C806162,P230074,2024.0,Ethan Hall,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-27,2024-10-31,2025-03-14,2024-08-01,2025-07-31,0,0,6930,6930.0,0.0,6930.0,OK,OK,OK,OK,OK
C110928,P585132,2024.0,Leila Begum,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-24,2024-09-26,2025-03-14,2024-06-06,2025-05-05,0,0,6760,6760.0,0.0,6760.0,OK,OK,OK,OK,OK
C299819,P276698,2023.0,Aarav Ali,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-14,2024-09-16,2025-04-09,2023-10-24,2024-10-23,0,0,646020,646020.0,0.0,646020.0,OK,OK,OK,OK,OK
C318706,P654672,2023.0,Lucas Shah,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-02-13,2024-02-15,2025-03-03,2023-05-30,2024-02-14,700320,0,0,700320.0,0.0,700320.0,OK,OK,OK,OK,OK
C453667,P170085,2023.0,Mateo Fernandez,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-18,2024-11-20,2025-03-15,2023-12-04,2024-12-03,847311,0,0,847311.0,0.0,847311.0,OK,OK,OK,OK,OK
C874091,P539169,2024.0,Lucas Davies,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-01-04,2024-01-05,2025-03-12,2023-03-17,2024-03-16,446844,0,0,446844.0,0.0,446844.0,OK,OK,OK,OK,OK
C107875,P671569,2024.0,Ella Singh,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-12-28,2024-01-17,2025-03-17,2023-12-24,2024-12-23,92714,0,0,92714.0,0.0,92714.0,OK,OK,OK,OK,OK
C303601,P995303,2022.0,Raj Ahmed,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-11-14,2022-11-16,2025-04-25,2022-07-20,2023-07-19,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C223359,P753582,2024.0,Ethan Patel,Orion Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-28,2024-10-28,2025-04-25,2024-10-01,2025-09-30,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,CHECK,OK
C696724,P285079,2024.0,Aisha Hughes,Gamma Insurance Brokers,Motor Commercial,80,General Cartage,807,Accidental Damage,2024-09-24,2024-10-01,2025-04-25,2024-07-01,2025-06-30,0,0,7540,7540.0,0.0,7540.0,OK,OK,OK,OK,OK
C995294,P654834,2024.0,Isla Hall,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-20,2025-01-24,2025-03-18,2024-06-03,2025-06-02,14000,0,0,14000.0,0.0,14000.0,OK,OK,OK,OK,OK
C859070,P311413,2018.0,Leila Brown,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2018-11-05,2018-11-15,2025-03-18,2018-08-28,2019-08-27,0,0,20180,20180.0,0.0,20180.0,OK,OK,OK,OK,OK
C489312,P188244,2025.0,Nina Davies,Gamma Insurance Brokers,Motor Private,70,Motor Private Third Party Only,703,Injury To Third Part,2025-03-01,2025-03-04,2025-03-19,2025-02-17,2026-02-16,286806,0,0,286806.0,0.0,286806.0,OK,OK,OK,CHECK,OK
C500444,P892952,2022.0,Priya Williams,Orion Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2022-03-04,2022-03-08,2025-04-25,2022-01-01,2022-12-31,0,0,31050,31050.0,0.0,31050.0,OK,OK,OK,OK,OK
C381066,P239078,2023.0,Aisha Gupta,Zeta Assurance,Fire Industrial,4,Fire and Allied Perils,40,Floods,2024-10-11,2024-10-12,2025-03-25,2023-11-01,2024-10-31,153410,0,0,153410.0,123063.03,30346.97,OK,OK,OK,OK,OK
C829906,P790349,2024.0,Aisha Khan,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-19,2025-02-03,2025-05-07,2024-10-23,2025-10-22,0,0,4060,4060.0,0.0,4060.0,OK,OK,OK,CHECK,OK
C817155,P384693,2024.0,Ella Sharma,Broker Three,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-11-11,2024-11-11,2025-04-10,2024-05-04,2025-05-03,0,0,75184,75184.0,0.0,75184.0,OK,OK,OK,OK,OK
C622468,P939375,2011.0,Nina Ali,Summit Brokers,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,2011-10-31,2011-11-07,2025-05-15,2011-05-27,2012-05-26,0,0,123100,123100.0,0.0,123100.0,OK,OK,OK,OK,OK
C989636,P556773,2024.0,Yusuf Davies,Taurus Brokers,Motor Commercial,80,PSV,804,Own Damage,2025-02-11,2025-02-17,2025-03-27,2024-02-14,2025-02-13,0,0,146740,146740.0,0.0,146740.0,OK,OK,OK,OK,OK
C429144,P865949,2025.0,David Patel,Kappa Brokers,Motor Commercial,80,General Cartage,807,Windscreen Damage,2025-01-03,2025-01-10,2025-04-09,2025-01-01,2025-12-31,18000,0,0,18000.0,0.0,18000.0,OK,OK,OK,CHECK,OK
C138548,P384819,2022.0,Leo Brown,Atlas Insurance,Motor Private,70,Motor Private Third Party Only,703,Injury To Third Part,2023-01-01,2023-04-25,2025-03-27,2022-05-23,2023-05-22,0,0,1171400,1171400.0,0.0,1171400.0,OK,OK,OK,OK,OK
C110513,P672649,2023.0,Nina Roberts,Beta Risk Partners,Motor Private,70,Motor Cycle Comprehensive,701,Accidental Damage,2023-10-12,2023-11-24,2025-04-15,2023-05-01,2024-04-29,0,0,1050,1050.0,0.0,1050.0,OK,OK,OK,OK,OK
C747146,P269588,2024.0,Noah Roberts,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-28,2025-01-30,2025-03-27,2024-10-22,2025-09-21,0,0,180860,180860.0,0.0,180860.0,OK,OK,OK,CHECK,OK
C320411,P894826,2024.0,Priya Williams,Broker Two,Motor Commercial,80,PSV,804,Own Damage,2024-11-22,2024-11-27,2025-03-27,2024-02-21,2025-02-20,0,0,40848,40848.0,0.0,40848.0,OK,OK,OK,OK,OK
C782481,P143164,2024.0,Fatima Fernandez,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-10,2025-02-14,2025-04-11,2024-08-05,2025-08-04,35380,0,0,35380.0,0.0,35380.0,OK,OK,OK,OK,OK
C105502,P720140,2024.0,Amelia Fernandez,Taurus Brokers,Motor Private,70,Motor Cycle Third Party Only,704,Injury To Third Part,2024-11-11,2024-11-25,2025-05-15,2024-01-02,2025-01-01,0,0,57040,57040.0,0.0,57040.0,OK,OK,OK,OK,OK
C488665,P446734,2008.0,Noah Gupta,Beta Risk Partners,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,2009-01-04,2009-04-29,2025-03-27,2008-05-05,2009-05-04,0,0,30000,30000.0,0.0,30000.0,OK,OK,OK,OK,OK
C510255,P184575,2024.0,Daniel Smith,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-31,2024-11-02,2025-04-15,2024-01-01,2024-12-31,0,0,171000,171000.0,0.0,171000.0,OK,OK,OK,OK,OK
C279892,P754387,2023.0,David Taylor,Theta Insurance,Motor Commercial,80,General Cartage,807,Accidental Damage,2023-07-23,2023-07-24,2025-05-15,2023-06-30,2024-06-29,0,0,133700,133700.0,0.0,133700.0,OK,OK,OK,OK,OK
C206328,P136148,2022.0,Aarav Smith,Lambda Insurance Group,Motor Commercial,80,Motor Commercial Third Party,808,Injury To Third Part,2023-03-23,2023-03-24,2025-04-02,2022-04-30,2023-04-29,0,0,51452,51452.0,0.0,51452.0,OK,OK,OK,OK,OK
C689817,P208466,2023.0,Daniel Fernandez,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-25,2024-10-29,2025-04-15,2023-11-30,2024-11-29,0,0,188616,188616.0,0.0,188616.0,OK,OK,OK,OK,OK
C209261,P551167,2023.0,Leila Miller,Epsilon Underwriters,Fire Industrial,4,Fire and Allied Perils,40,Accidental Damage,2024-01-02,2025-03-24,2025-04-07,2023-05-03,2024-05-05,446932,0,0,,300396.89,146535.11,OK,OK,OK,OK,CHECK
C360818,P546401,2024.0,Leila Miller,Summit Brokers,Fire Industrial,4,Fire and Allied Perils,40,Floods,2024-03-24,2024-03-25,2025-04-04,2024-01-01,2024-12-31,30000000,0,0,,26000000.01,3999999.99,OK,OK,OK,OK,CHECK
C833384,P451879,2024.0,Priya Johnson,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-23,2025-03-24,2025-04-11,2024-05-07,2025-05-06,17000,0,0,17000.0,0.0,17000.0,OK,OK,OK,OK,OK
C594081,P142573,2024.0,Leila Taylor,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-08,2025-01-08,2025-04-11,2024-03-24,2025-02-23,54750,0,0,54750.0,0.0,54750.0,OK,OK,OK,OK,OK
C519677,P578542,2024.0,Lucas Smith,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-17,2025-02-18,2025-05-20,2024-04-02,2025-04-01,0,0,52200,52200.0,0.0,52200.0,OK,OK,OK,OK,OK
C889613,P845959,2024.0,Maya Sharma,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-10,2025-02-13,2025-04-17,2024-12-22,2025-10-21,0,0,33700,33700.0,0.0,33700.0,OK,OK,OK,CHECK,OK
C897043,P877431,2024.0,Aisha Smith,Epsilon Underwriters,Motor Commercial,80,General Cartage,807,Accidental Damage,2025-01-01,2025-01-06,2025-05-12,2024-12-01,2025-11-30,0,0,30030,30030.0,0.0,30030.0,OK,OK,OK,CHECK,OK
C974915,P658543,2024.0,Aisha Hall,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-24,2025-02-26,2025-04-15,2024-12-13,2025-12-12,13920,0,0,13920.0,0.0,13920.0,OK,OK,OK,CHECK,OK
C994974,P695880,2022.0,Arjun Hall,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-04-25,2023-04-27,2025-04-17,2022-10-14,2023-10-13,0,0,31650,31650.0,0.0,31650.0,OK,OK,OK,OK,OK
C352780,P340971,2024.0,Arjun Shah,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-11,2025-01-15,2025-04-25,2024-06-24,2025-06-23,0,0,21840,21840.0,0.0,21840.0,OK,OK,OK,OK,OK
C585585,P207896,2024.0,Omar Sharma,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-05,2025-01-07,2025-04-15,2024-03-22,2025-03-21,0,0,327600,327600.0,0.0,327600.0,OK,OK,OK,OK,OK
C754847,P327437,2024.0,David Johnson,Atlas Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-05-31,2024-06-03,2025-04-25,2023-11-12,2024-11-11,0,0,30750,30750.0,0.0,30750.0,OK,OK,OK,OK,OK
C208026,P172713,2023.0,Leila Wilson,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-06-03,2023-06-07,2025-05-08,2023-02-17,2024-02-17,0,0,30110,30110.0,0.0,30110.0,OK,OK,OK,OK,OK
C317301,P594867,2024.0,Omar Brown,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-28,2025-04-25,2024-11-14,2025-03-31,0,0,31700,31700.0,0.0,31700.0,OK,OK,OK,OK,OK
C572102,P331343,2025.0,Noah Singh,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Injury To Third Part,2025-01-15,2025-03-10,2025-04-25,2025-01-01,2025-12-31,0,0,34200,34200.0,0.0,34200.0,OK,OK,OK,CHECK,OK
C470063,P518591,2024.0,Isla Gupta,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-30,2025-01-30,2025-05-06,2024-10-23,2025-10-22,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,CHECK,OK
C975461,P221099,2025.0,Raj Sharma,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-28,2025-01-09,2025-05-06,2024-11-29,2025-11-28,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,CHECK,OK
C133448,P494335,2024.0,Omar Hughes,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-13,2025-01-14,2025-04-15,2024-09-22,2025-09-21,0,0,120640,120640.0,0.0,120640.0,OK,OK,OK,CHECK,OK
C886149,P234308,2024.0,Arjun Begum,Gamma Insurance Brokers,Motor Commercial,80,PSV,804,Own Damage,2025-01-12,2025-01-14,2025-04-25,2024-03-06,2025-03-05,0,0,29300,29300.0,0.0,29300.0,OK,OK,OK,OK,OK
C452202,P573459,2024.0,Daniel Shah,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-09,2025-02-14,2025-05-06,2024-03-14,2025-03-13,0,0,6830,6830.0,0.0,6830.0,OK,OK,OK,OK,OK
C435521,P165749,2024.0,Raj Hughes,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-20,2025-01-21,2025-05-06,2024-10-21,2025-10-20,0,0,6830,6830.0,0.0,6830.0,OK,OK,OK,CHECK,OK
C152473,P372590,2024.0,Noah Hall,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-18,2025-01-21,2025-05-06,2024-01-27,2025-01-26,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,OK,OK
C849725,P855068,2024.0,Isla Singh,Alpha Insurance Agency,Motor Commercial,80,General Cartage,807,Accidental Damage,2025-01-29,2025-02-07,2025-05-12,2024-12-17,2025-04-20,0,0,13660,13660.0,0.0,13660.0,OK,OK,OK,OK,OK
C680807,P379917,2024.0,Yusuf Lewis,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-06,2025-02-11,2025-05-12,2024-06-16,2025-06-15,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C516754,P269269,2024.0,Leila Gupta,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-19,2025-01-20,2025-05-12,2024-11-14,2025-11-13,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,CHECK,OK
C532619,P215294,2024.0,Amelia Williams,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-17,2024-12-18,2025-05-12,2024-01-08,2025-01-07,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,OK,OK
C110241,P793110,2023.0,Sophia Lewis,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-09-26,2023-10-02,2025-04-14,2023-01-01,2023-12-31,200200,0,0,200200.0,0.0,200200.0,OK,OK,OK,OK,OK
C452286,P931661,2024.0,Ella Khan,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-08,2025-01-08,2025-05-20,2024-05-30,2025-05-29,0,0,64960,64960.0,0.0,64960.0,OK,OK,OK,OK,OK
C973928,P407044,2024.0,Maya Smith,Sigma Risk Advisors,Theft,10,All Risks,103,Accidental Damage,2024-06-25,2024-07-19,2025-04-17,2024-05-01,2025-04-30,0,0,59740,59740.0,0.0,59740.0,OK,OK,OK,OK,OK
C689438,P836104,2024.0,Leo Brown,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-09,2025-01-14,2025-05-12,2024-06-28,2025-06-27,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,OK,OK
C723738,P230149,2024.0,Maya Hughes,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-18,2024-10-23,2025-05-12,2024-10-07,2024-11-06,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C812621,P715324,2024.0,Leo Fernandez,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-18,2025-01-21,2025-05-06,2024-08-30,2025-06-29,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,OK,OK
C290077,P974055,2023.0,Zara Taylor,Broker Three,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-08-09,2024-08-09,2025-05-12,2023-12-08,2024-12-07,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C269367,P163477,2024.0,Maya Hughes,Lambda Insurance Group,Marine,6,Marine Cargo,61,Damage To Goods,2025-01-03,2025-01-08,2025-05-07,2024-11-28,2025-02-27,0,0,45820,45820.0,15210.03,30609.97,OK,OK,OK,OK,OK
C438547,P729481,2024.0,Zara Khan,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-23,2025-02-04,2025-05-12,2024-10-19,2025-10-18,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,CHECK,OK
C599136,P969224,2024.0,Daniel Smith,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-19,2025-01-20,2025-04-17,2024-03-07,2025-02-06,0,0,36700,36700.0,0.0,36700.0,OK,OK,OK,OK,OK
C381746,P108975,2024.0,Omar Taylor,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-14,2024-05-16,2025-05-12,2024-04-11,2025-04-10,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C891846,P645594,2024.0,Zara Singh,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-21,2025-01-21,2025-05-06,2024-09-03,2025-09-02,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,OK,OK
C591867,P149712,2024.0,Amelia Hall,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-08,2025-02-19,2025-05-06,2024-11-21,2025-11-20,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,CHECK,OK
C289107,P882321,2023.0,Yusuf Thompson,Orion Risk Partners,Motor Private,70,Motor Cycle Comprehensive,701,Own Damage,2024-04-01,2024-04-08,2025-05-12,2023-04-26,2024-04-25,0,0,6790,6790.0,0.0,6790.0,OK,OK,OK,OK,OK
C561286,P291669,2023.0,Ella Ahmed,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-07-11,2024-07-12,2025-05-06,2023-10-19,2024-10-18,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C412834,P449673,2024.0,Isla Brown,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-02,2024-11-04,2025-05-20,2024-08-10,2025-08-09,0,0,340360,340360.0,0.0,340360.0,OK,OK,OK,OK,OK
C179672,P999312,2023.0,Lucas Hall,Sigma Risk Advisors,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,2023-03-18,2023-03-20,2025-06-09,2023-01-01,2023-12-31,328806,0,0,328806.0,0.0,328806.0,OK,OK,OK,OK,OK
C627946,P493020,2024.0,Maya Hughes,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-25,2024-11-27,2025-05-07,2024-03-22,2025-03-21,0,0,3900,3900.0,0.0,3900.0,OK,OK,OK,OK,OK
C560127,P790561,2024.0,Isla Begum,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-27,2024-12-04,2025-05-07,2024-08-05,2025-08-04,0,0,9700,9700.0,0.0,9700.0,OK,OK,OK,OK,OK
C687841,P127185,2023.0,Fatima Miller,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-03-06,2023-03-13,2025-04-17,2023-01-29,2023-12-27,0,0,331635,331635.0,0.0,331635.0,OK,OK,OK,OK,OK
